video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city
7442755346147429665,2024-11-29T18:32:17,148,FR,4219,1398,206,96400,"🔴 Ce vendredi 29 novembre, Emmanuel Macron réalise sa septième visite sur le chantier de la cathédrale Notre-Dame de Paris, marquant ainsi la phase finale avant sa réouverture au public, programmée pour les 7 et 8 décembre. Voici les premières images de la cathédrale restaurée. #notredame #paris #macron #sinformersurtiktok #notredamedeparis",False,,franceinfo,Franceinfo,1100000,44,34400000,2936,223,True,,,
